IE_XML_ID;IE_NAME;IE_CODE;IC_GROUP1
15453;Грифон G-3 ЗУ;15453;Аксессуары для портативных радиостанций
15452;Аргут А-74 ЗУ;15452;Аксессуары для портативных радиостанций
15451;Аргут А-43/44/45 ЗУ АП;15451;Аксессуары для портативных радиостанций
15450;Аргут А-43/44/45 ЗУ;15450;Аксессуары для портативных радиостанций
15448;Аргут А-55 ЗУ;15448;Аксессуары для портативных радиостанций
15447;Аргут А-25 ЗУ;15447;Аксессуары для портативных радиостанций
15446;Аргут А-73 ЗУ;15446;Аксессуары для портативных радиостанций
15445;Аргут А-54/А-74/РК-301М ЗУ;15445;Аксессуары для портативных радиостанций
15443;Аргут А-24/А-36/А-41 ЗУ;15443;Аксессуары для портативных радиостанций
15442;Аргут А-25 АКБ;15442;Аксессуары для портативных радиостанций
15441;Аргут А-55 АКБ 1500 мАч;15441;Аксессуары для портативных радиостанций
15439;Аргут А-73 АКБ;15439;Аксессуары для портативных радиостанций
15438;Аргут А-36 АКБ;15438;Аксессуары для портативных радиостанций
15437;Аргут А-55 АКБ;15437;Аксессуары для портативных радиостанций
15436;Аргут РК-301Н АКБ;15436;Аксессуары для портативных радиостанций
15391;Терек РМ-302 тангента;15391;Аксессуары для портативных радиостанций
15348;Vostok SM-100;15348;Аксессуары для портативных радиостанций
15347;Vostok HLG-3;15347;Аксессуары для портативных радиостанций
15346;Vostok HBT-3;15346;Аксессуары для портативных радиостанций
15345;Vostok HBT-1;15345;Аксессуары для портативных радиостанций
15343;Vostok HBL-3;15343;Аксессуары для портативных радиостанций
15342;Vostok HBL-1;15342;Аксессуары для портативных радиостанций
15341;Vostok HDH-16;15341;Аксессуары для портативных радиостанций
15340;Vostok HDH-14;15340;Аксессуары для портативных радиостанций
15338;Vostok HDH-12;15338;Аксессуары для портативных радиостанций
15337;Vostok BP-203;15337;Аксессуары для портативных радиостанций
15336;Vostok BC-203+AC-203;15336;Аксессуары для портативных радиостанций
15335;Vostok BC-71+AC-71;15335;Аксессуары для портативных радиостанций
15334;Vostok BC-52+AC-52;15334;Аксессуары для портативных радиостанций
15331;Vostok BP-101DW;15331;Аксессуары для портативных радиостанций
15330;Vostok BP-71;15330;Аксессуары для портативных радиостанций
15301;Бизон AASB;15301;Аксессуары для портативных радиостанций
15300;Бизон KH15;15300;Аксессуары для портативных радиостанций
15288;Бизон KH85D;15288;Аксессуары для портативных радиостанций
15287;Бизон PR100P;15287;Аксессуары для портативных радиостанций
15285;Бизон PRMS;15285;Аксессуары для портативных радиостанций
15283;Бизон PR15S;15283;Аксессуары для портативных радиостанций
15282;Бизон KB30;15282;Аксессуары для портативных радиостанций
15281;Бизон KB1800;15281;Аксессуары для портативных радиостанций
